,No.,Time,Source,Destination,Protocol,Length,Info
283900,290120,14770.86337,192.0.72.16,10.0.0.45,TCP,1506,[TCP Out-Of-Order] 443  >  50676 [ACK] Seq=574607 Ack=782 Win=31744 Len=1452
283901,290121,14770.86369,192.0.72.16,10.0.0.45,TCP,1506,[TCP Out-Of-Order] 443  >  50676 [ACK] Seq=576059 Ack=782 Win=31744 Len=1452
284279,290499,14771.314396,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#1] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=427086
284280,290500,14771.314581,10.0.0.45,192.0.72.16,TCP,54,50676  >  443 [ACK] Seq=827 Ack=892595 Win=238080 Len=0
284281,290501,14771.314773,10.0.0.45,192.0.72.16,TCP,54,[TCP Window Update] 50676  >  443 [ACK] Seq=827 Ack=892595 Win=242432 Len=0
284282,290502,14771.315681,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#2] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=428538
284283,290503,14771.315896,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#3] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=429990
284284,290504,14771.315959,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#4] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=431442
284285,290505,14771.316012,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#5] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=432894
284286,290506,14771.316064,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#6] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=434346
284287,290507,14771.316117,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#7] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=435798
284288,290508,14771.316171,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#8] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=437250
284289,290509,14771.316271,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#9] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=438702
284290,290510,14771.316337,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#10] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=440154
284291,290511,14771.316391,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#11] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=441606
284292,290512,14771.316525,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#12] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=443058
284293,290513,14771.316888,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#13] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=444510
284294,290514,14771.316951,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#14] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=445962
284295,290515,14771.317005,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#15] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=447414
284296,290516,14771.317059,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#16] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=448866
284297,290517,14771.317167,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#17] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=450318
284298,290518,14771.317222,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#18] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=451770
284299,290519,14771.317275,10.0.0.45,54.240.166.244,TCP,66,[TCP Dup ACK 290431#19] 50673  >  80 [ACK] Seq=441 Ack=421278 Win=66560 Len=0 SLE=425634 SRE=453222
284300,290520,14771.324122,91.190.218.59,10.0.0.45,TCP,54,[TCP Keep-Alive] 12350  >  49703 [ACK] Seq=1957 Ack=1002 Win=1048576 Len=0
284301,290521,14771.336598,10.0.0.45,91.190.218.59,TCP,54,[TCP Keep-Alive ACK] 49703  >  12350 [ACK] Seq=1003 Ack=1958 Win=66304 Len=0
284302,290522,14771.349201,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284303,290523,14771.351583,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284304,290524,14771.352334,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284305,290525,14771.355164,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284306,290526,14771.355445,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284307,290527,14771.355768,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284308,290528,14771.355844,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284309,290529,14771.363218,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284310,290530,14771.363314,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284311,290531,14771.363379,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284312,290532,14771.363444,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284313,290533,14771.36351,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284314,290534,14771.363575,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284315,290535,14771.36364,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284316,290536,14771.363707,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284317,290537,14771.364275,192.0.72.16,10.0.0.45,TLSv1.2,1506,Ignored Unknown Record
284318,290538,14771.370463,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=915827 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284319,290539,14771.370752,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=917279 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284320,290540,14771.371074,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=918731 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284321,290541,14771.371396,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=920183 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284322,290542,14771.371474,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=921635 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284323,290543,14771.37171,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=923087 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284324,290544,14771.372086,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=924539 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284325,290545,14771.372346,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=925991 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284326,290546,14771.372667,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=927443 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284327,290547,14771.372743,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=928895 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284328,290548,14771.372982,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=930347 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284329,290549,14771.373301,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=931799 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284330,290550,14771.373378,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=933251 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284331,290551,14771.377354,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=934703 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284332,290552,14771.386339,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=936155 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284333,290553,14771.386426,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=937607 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284334,290554,14771.386493,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=939059 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284335,290555,14771.386557,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=940511 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284336,290556,14771.386621,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=941963 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284337,290557,14771.386684,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=943415 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284338,290558,14771.38675,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=944867 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284339,290559,14771.386935,192.0.72.16,10.0.0.45,TCP,1506,443  >  50676 [ACK] Seq=946319 Ack=827 Win=31744 Len=1452 [TCP segment of a reassembled PDU]
284340,290560,14771.386959,91.190.218.59,10.0.0.45,TCP,54,12350  >  49703 [ACK] Seq=1958 Ack=1003 Win=10240 Len=0
284341,290561,14771.387022,54.240.166.244,10.0.0.45,TCP,1506,[TCP Out-Of-Order] 80  >  50673 [ACK] Seq=421278 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
284342,290562,14771.387086,54.240.166.244,10.0.0.45,TCP,1506,[TCP Out-Of-Order] 80  >  50673 [ACK] Seq=422730 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
284343,290563,14771.387153,54.240.166.244,10.0.0.45,TCP,1506,[TCP Out-Of-Order] 80  >  50673 [ACK] Seq=424182 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
284344,290564,14771.387218,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=453222 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
284345,290565,14771.387283,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=454674 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
284346,290566,14771.387348,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=456126 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
284347,290567,14771.393134,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=457578 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
284348,290568,14771.393421,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=459030 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
284349,290569,14771.3935,54.240.166.244,10.0.0.45,TCP,1506,"80  >  50673 [PSH, ACK] Seq=460482 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]"
284350,290570,14771.393742,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=461934 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
284351,290571,14771.393816,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=463386 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
284352,290572,14771.394057,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=464838 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
284353,290573,14771.394381,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=466290 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
284354,290574,14771.394458,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=467742 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
284355,290575,14771.394697,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=469194 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
284356,290576,14771.395017,54.240.166.244,10.0.0.45,TCP,1506,80  >  50673 [ACK] Seq=470646 Ack=441 Win=15872 Len=1452 [TCP segment of a reassembled PDU]
284357,290577,14771.400705,10.0.0.45,192.0.72.16,TCP,54,50676  >  443 [ACK] Seq=827 Ack=907115 Win=383232 Len=0
284358,290578,14771.401138,10.0.0.45,192.0.72.16,TCP,54,[TCP Window Update] 50676  >  443 [ACK] Seq=827 Ack=907115 Win=389120 Len=0
284359,290579,14771.402158,10.0.0.45,192.0.72.16,TCP,54,50676  >  443 [ACK] Seq=827 Ack=921635 Win=383232 Len=0
284360,290580,14771.402441,10.0.0.45,192.0.72.16,TCP,54,[TCP Window Update] 50676  >  443 [ACK] Seq=827 Ack=921635 Win=389120 Len=0
284361,290581,14771.404831,10.0.0.45,192.0.72.16,TCP,54,50676  >  443 [ACK] Seq=827 Ack=936155 Win=383232 Len=0
284362,290582,14771.405251,10.0.0.45,192.0.72.16,TCP,54,[TCP Window Update] 50676  >  443 [ACK] Seq=827 Ack=936155 Win=389120 Len=0
284363,290583,14771.406218,10.0.0.45,54.240.166.244,TCP,54,"50673  >  80 [RST, ACK] Seq=441 Ack=422730 Win=0 Len=0"
284364,290584,14771.406407,10.0.0.45,192.0.72.16,TCP,54,50676  >  443 [ACK] Seq=827 Ack=947771 Win=386048 Len=0
284365,290585,14771.406695,10.0.0.45,192.0.72.16,TCP,54,[TCP Window Update] 50676  >  443 [ACK] Seq=827 Ack=947771 Win=389120 Len=0
284366,290586,14771.407888,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [RST] Seq=441 Win=0 Len=0
284367,290587,14771.408061,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [RST] Seq=441 Win=0 Len=0
284368,290588,14771.408111,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [RST] Seq=441 Win=0 Len=0
284369,290589,14771.408156,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [RST] Seq=441 Win=0 Len=0
284370,290590,14771.408201,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [RST] Seq=441 Win=0 Len=0
284371,290591,14771.408282,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [RST] Seq=441 Win=0 Len=0
284372,290592,14771.408327,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [RST] Seq=441 Win=0 Len=0
284373,290593,14771.408371,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [RST] Seq=441 Win=0 Len=0
284374,290594,14771.408414,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [RST] Seq=441 Win=0 Len=0
284375,290595,14771.408457,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [RST] Seq=441 Win=0 Len=0
284376,290596,14771.408645,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [RST] Seq=441 Win=0 Len=0
284377,290597,14771.408877,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [RST] Seq=441 Win=0 Len=0
284378,290598,14771.408934,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [RST] Seq=441 Win=0 Len=0
284379,290599,14771.408992,10.0.0.45,54.240.166.244,TCP,54,50673  >  80 [RST] Seq=441 Win=0 Len=0
284934,291274,15146.757907,65.55.68.120,10.0.0.45,TCP,54,"443  >  50729 [RST, ACK] Seq=1 Ack=46 Win=0 Len=0"
284935,291275,15150.322614,91.190.218.59,10.0.0.45,TCP,54,[TCP Keep-Alive] 12350  >  49703 [ACK] Seq=1962 Ack=1007 Win=1048576 Len=0
284936,291276,15150.323209,10.0.0.45,91.190.218.59,TCP,54,[TCP Keep-Alive ACK] 49703  >  12350 [ACK] Seq=1008 Ack=1963 Win=66304 Len=0
284937,291277,15150.359248,91.190.218.59,10.0.0.45,TCP,54,12350  >  49703 [ACK] Seq=1963 Ack=1008 Win=10240 Len=0
284938,291278,15153.323078,108.160.166.57,10.0.0.45,TLSv1,331,Application Data
284939,291279,15153.330782,10.0.0.45,108.160.166.57,TLSv1,416,"Application Data, Application Data"
284940,291280,15153.528004,108.160.166.57,10.0.0.45,TCP,54,443  >  50556 [ACK] Seq=13052 Ack=12179 Win=42496 Len=0
284941,291281,15161.662947,111.221.77.144,10.0.0.45,TCP,56,"40012  >  49691 [PSH, ACK] Seq=75235 Ack=6950 Win=30720 Len=2"
284942,291282,15161.86311,10.0.0.45,111.221.77.144,TCP,54,49691  >  40012 [ACK] Seq=6950 Ack=75237 Win=65792 Len=0
284943,291285,15173.206496,10.0.0.45,111.221.77.144,TCP,56,"49691  >  40012 [PSH, ACK] Seq=6950 Ack=75237 Win=65792 Len=2"
284944,291286,15173.5329,111.221.77.144,10.0.0.45,TCP,54,40012  >  49691 [ACK] Seq=75237 Ack=6952 Win=30720 Len=0
284945,291287,15176.328004,157.56.193.33,10.0.0.45,TCP,54,[TCP Keep-Alive] 443  >  49711 [ACK] Seq=14776 Ack=31447 Win=1024 Len=0
284946,291288,15176.328494,10.0.0.45,157.56.193.33,TCP,54,[TCP Keep-Alive ACK] 49711  >  443 [ACK] Seq=31448 Ack=14777 Win=65037 Len=0
284947,291289,15176.361229,157.56.193.33,10.0.0.45,TCP,54,443  >  49711 [ACK] Seq=14777 Ack=31448 Win=64807 Len=0
284948,291290,15182.330521,91.190.218.59,10.0.0.45,TCP,54,[TCP Keep-Alive] 12350  >  49703 [ACK] Seq=1962 Ack=1007 Win=1048576 Len=0
284949,291291,15182.331018,10.0.0.45,91.190.218.59,TCP,54,[TCP Keep-Alive ACK] 49703  >  12350 [ACK] Seq=1008 Ack=1963 Win=66304 Len=0
284950,291292,15182.368447,91.190.218.59,10.0.0.45,TCP,54,12350  >  49703 [ACK] Seq=1963 Ack=1008 Win=10240 Len=0
284951,291293,15185.332676,108.160.166.57,10.0.0.45,TCP,54,[TCP Keep-Alive] 443  >  50556 [ACK] Seq=13051 Ack=12178 Win=524288 Len=0
284952,291294,15185.333839,10.0.0.45,108.160.166.57,TCP,54,[TCP Keep-Alive ACK] 50556  >  443 [ACK] Seq=12179 Ack=13052 Win=66048 Len=0
284953,291295,15185.506592,108.160.166.57,10.0.0.45,TCP,54,443  >  50556 [ACK] Seq=13052 Ack=12179 Win=42496 Len=0
284954,291296,15188.175064,108.160.166.57,10.0.0.45,TLSv1,331,Application Data
284955,291297,15188.18194,10.0.0.45,108.160.166.57,TLSv1,416,"Application Data, Application Data"
284956,291298,15188.37538,108.160.166.57,10.0.0.45,TCP,54,443  >  50556 [ACK] Seq=13329 Ack=12541 Win=42496 Len=0
284957,291305,15204.326702,111.221.77.144,10.0.0.45,TCP,54,[TCP Keep-Alive] 40012  >  49691 [ACK] Seq=75236 Ack=6951 Win=524288 Len=0
284958,291306,15204.327146,10.0.0.45,111.221.77.144,TCP,54,[TCP Keep-Alive ACK] 49691  >  40012 [ACK] Seq=6952 Ack=75237 Win=65792 Len=0
284959,291307,15204.633631,111.221.77.144,10.0.0.45,TCP,54,40012  >  49691 [ACK] Seq=75237 Ack=6952 Win=30720 Len=0
284960,291308,15208.32764,157.56.193.33,10.0.0.45,TCP,54,[TCP Keep-Alive] 443  >  49711 [ACK] Seq=14776 Ack=31447 Win=1024 Len=0
284961,291309,15208.328135,10.0.0.45,157.56.193.33,TCP,54,[TCP Keep-Alive ACK] 49711  >  443 [ACK] Seq=31448 Ack=14777 Win=65037 Len=0
284962,291310,15208.360703,157.56.193.33,10.0.0.45,TCP,54,443  >  49711 [ACK] Seq=14777 Ack=31448 Win=64807 Len=0
284963,291311,15214.329696,91.190.218.59,10.0.0.45,TCP,54,[TCP Keep-Alive] 12350  >  49703 [ACK] Seq=1962 Ack=1007 Win=1048576 Len=0
284964,291312,15214.330154,10.0.0.45,91.190.218.59,TCP,54,[TCP Keep-Alive ACK] 49703  >  12350 [ACK] Seq=1008 Ack=1963 Win=66304 Len=0
284965,291313,15214.367849,91.190.218.59,10.0.0.45,TCP,54,12350  >  49703 [ACK] Seq=1963 Ack=1008 Win=10240 Len=0
284966,291314,15219.336993,108.160.166.57,10.0.0.45,TCP,54,[TCP Keep-Alive] 443  >  50556 [ACK] Seq=13328 Ack=12540 Win=524288 Len=0
284967,291315,15219.337395,10.0.0.45,108.160.166.57,TCP,54,[TCP Keep-Alive ACK] 50556  >  443 [ACK] Seq=12541 Ack=13329 Win=65792 Len=0
284968,291316,15219.514481,108.160.166.57,10.0.0.45,TCP,54,443  >  50556 [ACK] Seq=13329 Ack=12541 Win=42496 Len=0
284969,291319,15230.244554,10.0.0.45,157.56.193.33,TLSv1,587,Application Data
284970,291320,15230.299788,157.56.193.33,10.0.0.45,TLSv1,155,Application Data
284971,291321,15230.589002,10.0.0.45,157.56.193.33,TCP,54,49711  >  443 [ACK] Seq=31981 Ack=14878 Win=64936 Len=0
284972,291322,15233.061592,108.160.166.57,10.0.0.45,TLSv1,331,Application Data
284973,291323,15233.077087,10.0.0.45,108.160.166.57,TLSv1,416,"Application Data, Application Data"
284974,291324,15233.270503,108.160.166.57,10.0.0.45,TCP,54,443  >  50556 [ACK] Seq=13606 Ack=12903 Win=42496 Len=0
284975,291325,15236.329323,111.221.77.144,10.0.0.45,TCP,54,[TCP Keep-Alive] 40012  >  49691 [ACK] Seq=75236 Ack=6951 Win=524288 Len=0
284976,291326,15236.329816,10.0.0.45,111.221.77.144,TCP,54,[TCP Keep-Alive ACK] 49691  >  40012 [ACK] Seq=6952 Ack=75237 Win=65792 Len=0
284977,291327,15236.635618,111.221.77.144,10.0.0.45,TCP,54,40012  >  49691 [ACK] Seq=75237 Ack=6952 Win=30720 Len=0
284978,291340,15246.328121,91.190.218.59,10.0.0.45,TCP,54,[TCP Keep-Alive] 12350  >  49703 [ACK] Seq=1962 Ack=1007 Win=1048576 Len=0
284979,291341,15246.328675,10.0.0.45,91.190.218.59,TCP,54,[TCP Keep-Alive ACK] 49703  >  12350 [ACK] Seq=1008 Ack=1963 Win=66304 Len=0
284980,291342,15246.368049,91.190.218.59,10.0.0.45,TCP,54,12350  >  49703 [ACK] Seq=1963 Ack=1008 Win=10240 Len=0
284981,291345,15262.325776,157.56.193.33,10.0.0.45,TCP,54,[TCP Keep-Alive] 443  >  49711 [ACK] Seq=14877 Ack=31980 Win=1024 Len=0
284982,291346,15262.35964,157.56.193.33,10.0.0.45,TCP,54,443  >  49711 [ACK] Seq=14878 Ack=31981 Win=64274 Len=0
284983,291347,15262.485663,10.0.0.45,157.56.193.33,TCP,54,[TCP Dup ACK 291321#1] 49711  >  443 [ACK] Seq=31981 Ack=14878 Win=64936 Len=0
284984,291348,15262.596757,10.0.0.45,111.221.77.144,TCP,56,"49691  >  40012 [PSH, ACK] Seq=6952 Ack=75237 Win=65792 Len=2"
284985,291349,15262.922093,111.221.77.144,10.0.0.45,TCP,54,40012  >  49691 [ACK] Seq=75237 Ack=6954 Win=30720 Len=0
284986,291350,15264.325229,108.160.166.57,10.0.0.45,TCP,54,[TCP Keep-Alive] 443  >  50556 [ACK] Seq=13605 Ack=12902 Win=524288 Len=0
284987,291351,15264.325892,10.0.0.45,108.160.166.57,TCP,54,[TCP Keep-Alive ACK] 50556  >  443 [ACK] Seq=12903 Ack=13606 Win=65536 Len=0
284988,291352,15264.498466,108.160.166.57,10.0.0.45,TCP,54,443  >  50556 [ACK] Seq=13606 Ack=12903 Win=42496 Len=0
284989,291353,15270.708533,108.160.166.57,10.0.0.45,TLSv1,331,Application Data
284990,291354,15270.771934,10.0.0.45,108.160.166.57,TLSv1,416,"Application Data, Application Data"
284991,291361,15270.965966,108.160.166.57,10.0.0.45,TCP,54,443  >  50556 [ACK] Seq=13883 Ack=13265 Win=42496 Len=0
284992,291374,15278.323531,91.190.218.59,10.0.0.45,TCP,54,[TCP Keep-Alive] 12350  >  49703 [ACK] Seq=1962 Ack=1007 Win=1048576 Len=0
284993,291375,15278.325128,10.0.0.45,91.190.218.59,TCP,54,[TCP Keep-Alive ACK] 49703  >  12350 [ACK] Seq=1008 Ack=1963 Win=66304 Len=0
284994,291376,15278.360996,91.190.218.59,10.0.0.45,TCP,54,12350  >  49703 [ACK] Seq=1963 Ack=1008 Win=10240 Len=0
284995,291377,15281.691183,111.221.77.144,10.0.0.45,TCP,56,"40012  >  49691 [PSH, ACK] Seq=75237 Ack=6954 Win=30720 Len=2"
284996,291378,15281.985576,10.0.0.45,111.221.77.144,TCP,54,49691  >  40012 [ACK] Seq=6954 Ack=75239 Win=65792 Len=0
284997,291381,15291.678964,10.0.0.45,31.13.93.3,TCP,66,50758  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1
284998,291382,15291.682432,10.0.0.45,31.13.93.3,TCP,66,50759  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1
284999,291383,15291.711442,31.13.93.3,10.0.0.45,TCP,66,"443  >  50758 [SYN, ACK] Seq=0 Ack=1 Win=14100 Len=0 MSS=1410 SACK_PERM=1 WS=256"
285000,291384,15291.713933,31.13.93.3,10.0.0.45,TCP,66,"443  >  50759 [SYN, ACK] Seq=0 Ack=1 Win=14100 Len=0 MSS=1410 SACK_PERM=1 WS=256"
285001,291385,15291.769955,10.0.0.45,31.13.93.3,TCP,54,50758  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0
285002,291386,15291.770156,10.0.0.45,31.13.93.3,TCP,54,50759  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0
285003,291387,15291.77184,10.0.0.45,31.13.93.3,TLSv1.2,571,Client Hello
285004,291388,15291.81094,31.13.93.3,10.0.0.45,TCP,54,443  >  50759 [ACK] Seq=1 Ack=518 Win=15360 Len=0
285005,291389,15291.811634,31.13.93.3,10.0.0.45,TLSv1.2,236,"Server Hello, Change Cipher Spec, Encrypted Handshake Message"
285006,291390,15291.814693,10.0.0.45,31.13.93.3,TLSv1.2,170,"Change Cipher Spec, Encrypted Handshake Message, Encrypted Handshake Message"
285007,291391,15291.85037,31.13.93.3,10.0.0.45,TLSv1.2,111,Application Data
285008,291392,15292.129958,31.13.93.3,10.0.0.45,TCP,111,"[TCP Retransmission] 443  >  50759 [PSH, ACK] Seq=183 Ack=634 Win=15360 Len=57"
